order_date,product,category,region,customer_id,quantity,unit_price,revenue
2021-08-03,Product 239,Automotive,East,1066,11,371.37,4085.07
2021-08-03,Product 040,Electronics,South,575,9,205.23,1847.07
2021-08-03,Product 154,Toys,Highlands,2192,13,470.19,6112.47
2021-08-03,Product 158,Toys,North,3351,3,460.85,1382.55
2021-08-03,Product 213,Electronics,Islands,1724,19,197.68,3755.92
2021-08-03,Product 014,Sports,Islands,993,15,457.0,6855.0
2021-08-03,Product 053,Food,South,2126,16,300.87,4813.92
2021-08-04,Product 198,Books,North,1740,3,425.5,1276.5
2021-08-04,Product 137,Beauty,South,1434,19,9.45,179.55
2021-08-04,Product 056,Food,Coast,10,5,364.94,1824.7
2021-08-04,Product 098,Clothing,Islands,181,1,455.34,455.34
2021-08-04,Product 027,Food,Highlands,677,18,464.54,8361.72
2021-08-04,Product 278,Sports,West,2617,5,60.85,304.25
2021-08-04,Product 089,Electronics,Islands,3640,3,135.82,407.46
2021-08-04,Product 281,Furniture,East,1524,2,425.98,851.96
2021-08-05,Product 195,Garden,Highlands,2070,9,86.14,775.26
2021-08-05,Product 032,Office,South,1172,3,142.74,428.22
2021-08-05,Product 139,Food,Central,1607,1,322.61,322.61
2021-08-05,Product 115,Beauty,East,1011,18,459.09,8263.62
2021-08-05,Product 035,Music,Coast,2371,12,88.98,1067.76
2021-08-05,Product 165,Music,Central,1872,11,331.55,3647.05
2021-08-05,Product 224,Toys,Highlands,2877,20,254.4,5088.0
2021-08-05,Product 118,Electronics,Coast,1288,16,241.54,3864.64
2021-08-05,Product 241,Office,West,1598,15,220.1,3301.5
2021-08-05,Product 241,Furniture,South,166,12,295.38,3544.56
2021-08-05,Product 140,Music,South,1297,1,387.08,387.08
2021-08-05,Product 118,Garden,North,3995,8,173.8,1390.4
2021-08-05,Product 223,Music,North,3583,5,267.72,1338.6
2021-08-05,Product 283,Office,Islands,2536,13,215.64,2803.32
2021-08-06,Product 215,Toys,Coast,1259,15,454.06,6810.9
2021-08-06,Product 202,Electronics,Highlands,1338,3,399.61,1198.83
2021-08-06,Product 045,Electronics,South,2050,10,69.12,691.2
2021-08-06,Product 085,Office,East,1556,10,420.04,4200.4
2021-08-06,Product 147,Clothing,North,3590,5,428.03,2140.15
2021-08-06,Product 177,Garden,Central,250,17,177.77,3022.09
2021-08-06,Product 120,Books,Islands,1530,8,171.5,1372.0
2021-08-06,Product 142,Office,West,1928,15,383.07,5746.05
2021-08-07,Product 020,Beauty,Islands,3774,12,387.85,4654.2
2021-08-07,Product 166,Beauty,West,1991,9,282.26,2540.34
2021-08-07,Product 181,Music,East,1353,3,89.38,268.14
2021-08-07,Product 170,Music,Central,1718,15,397.59,5963.85
2021-08-07,Product 027,Clothing,Highlands,3300,11,387.56,4263.16
2021-08-07,Product 081,Beauty,East,2545,9,283.49,2551.41
2021-08-07,Product 220,Books,East,857,20,201.72,4034.4
2021-08-07,Product 131,Office,North,583,2,410.87,821.74
2021-08-07,Product 265,Books,Central,156,15,5.46,81.9
2021-08-07,Product 287,Furniture,South,1403,19,358.68,6814.92
2021-08-07,Product 066,Furniture,East,1700,19,371.2,7052.8
2021-08-07,Product 241,Books,West,3429,18,173.65,3125.7
2021-08-07,Product 104,Office,Highlands,1537,8,170.19,1361.52
2021-08-08,Product 214,Clothing,Central,536,14,375.18,5252.52
2021-08-08,Product 012,Furniture,North,2094,12,74.66,895.92
2021-08-08,Product 204,Toys,West,1080,14,42.73,598.22
2021-08-08,Product 270,Garden,Highlands,2153,16,98.48,1575.68
2021-08-08,Product 074,Automotive,East,2666,13,451.46,5868.98
2021-08-08,Product 097,Office,West,2833,17,25.33,430.61
2021-08-08,Product 053,Music,South,1971,3,403.2,1209.6
2021-08-08,Product 197,Electronics,West,829,8,35.27,282.16
2021-08-08,Product 192,Furniture,Central,356,17,326.8,5555.6
2021-08-08,Product 128,Sports,Islands,223,6,340.11,2040.66
2021-08-08,Product 102,Clothing,West,1931,18,272.44,4903.92
2021-08-08,Product 082,Office,South,129,19,123.95,2355.05
2021-08-09,Product 249,Music,Islands,2043,15,392.65,5889.75
2021-08-09,Product 233,Toys,Islands,1402,15,191.85,2877.75
2021-08-09,Product 183,Books,Central,1356,20,443.38,8867.6
2021-08-09,Product 107,Furniture,South,2513,11,403.93,4443.23
2021-08-09,Product 129,Toys,Coast,3161,4,58.4,233.6
2021-08-09,Product 026,Food,Islands,2557,7,289.23,2024.61
2021-08-09,Product 191,Toys,West,3370,2,270.99,541.98
2021-08-09,Product 070,Toys,West,773,3,106.86,320.58
2021-08-09,Product 036,Furniture,Coast,1378,1,234.93,234.93
2021-08-09,Product 074,Sports,Central,72,14,73.61,1030.54
2021-08-09,Product 217,Electronics,Islands,1803,10,360.06,3600.6
2021-08-09,Product 164,Office,South,3058,10,156.33,1563.3
2021-08-09,Product 260,Beauty,Islands,644,4,466.61,1866.44
2021-08-09,Product 216,Furniture,West,3010,9,332.15,2989.35
2021-08-10,Product 297,Beauty,West,224,6,293.65,1761.9
2021-08-10,Product 028,Sports,Coast,3380,16,459.52,7352.32
2021-08-10,Product 177,Food,North,646,8,371.56,2972.48
2021-08-10,Product 185,Automotive,West,1860,15,385.36,5780.4
2021-08-10,Product 083,Books,East,2200,9,267.71,2409.39
2021-08-10,Product 287,Garden,South,2424,19,477.09,9064.71
2021-08-10,Product 154,Garden,Coast,3899,3,195.13,585.39
2021-08-10,Product 171,Garden,South,3069,19,141.77,2693.63
2021-08-10,Product 202,Office,Central,1223,14,129.45,1812.3
2021-08-10,Product 165,Food,West,3378,19,7.92,150.48
2021-08-10,Product 133,Clothing,Coast,696,10,437.15,4371.5
2021-08-10,Product 270,Sports,Highlands,2206,12,168.47,2021.64
2021-08-10,Product 253,Electronics,South,2057,19,237.61,4514.59
2021-08-10,Product 250,Garden,Coast,3132,2,66.84,133.68
2021-08-10,Product 155,Sports,Highlands,3846,2,375.56,751.12
2021-08-11,Product 217,Beauty,East,3108,11,452.33,4975.63
2021-08-11,Product 066,Automotive,North,235,10,334.69,3346.9
2021-08-11,Product 237,Beauty,North,3395,16,124.45,1991.2
2021-08-11,Product 217,Electronics,West,434,14,53.38,747.32
2021-08-11,Product 153,Electronics,Highlands,2407,20,68.11,1362.2
2021-08-11,Product 045,Sports,Central,1434,16,165.19,2643.04
2021-08-11,Product 091,Beauty,Coast,1183,6,360.19,2161.14
2021-08-11,Product 104,Food,Islands,2007,17,172.53,2933.01
2021-08-11,Product 047,Books,North,1733,13,262.93,3418.09
2021-08-11,Product 261,Clothing,Coast,1469,15,59.36,890.4
2021-08-11,Product 167,Books,Islands,2775,14,45.07,630.98
2021-08-12,Product 213,Automotive,Central,177,19,123.56,2347.64
2021-08-12,Product 123,Sports,Central,1669,1,174.11,174.11
2021-08-12,Product 190,Books,South,2850,14,62.7,877.8
2021-08-12,Product 037,Toys,West,2405,11,210.59,2316.49
2021-08-12,Product 097,Food,East,1069,12,465.9,5590.8
2021-08-12,Product 262,Food,Coast,1618,20,205.02,4100.4
2021-08-12,Product 066,Clothing,East,2627,14,452.25,6331.5
2021-08-12,Product 231,Music,Central,2286,13,291.97,3795.61
2021-08-12,Product 284,Furniture,Highlands,2340,17,315.6,5365.2
2021-08-12,Product 210,Music,West,350,19,215.3,4090.7
2021-08-12,Product 115,Electronics,Coast,664,16,315.35,5045.6
2021-08-12,Product 134,Music,West,1593,19,438.15,8324.85
2021-08-12,Product 094,Food,Coast,3333,19,367.23,6977.37
2021-08-12,Product 217,Furniture,East,963,1,470.94,470.94
2021-08-13,Product 248,Furniture,Islands,2402,1,59.75,59.75
2021-08-13,Product 200,Toys,South,3085,20,49.79,995.8
2021-08-13,Product 258,Sports,West,1912,1,419.24,419.24
2021-08-13,Product 186,Office,Coast,927,13,7.19,93.47
2021-08-13,Product 077,Food,West,50,14,98.34,1376.76
2021-08-13,Product 214,Beauty,West,2627,12,247.71,2972.52
2021-08-13,Product 192,Sports,Central,681,20,262.81,5256.2
2021-08-13,Product 034,Electronics,Central,3604,1,419.86,419.86
2021-08-13,Product 019,Toys,East,1921,7,14.14,98.98
2021-08-13,Product 066,Furniture,East,2906,15,155.78,2336.7
2021-08-14,Product 106,Music,Coast,522,8,394.59,3156.72
2021-08-14,Product 212,Clothing,South,2281,17,346.8,5895.6
2021-08-14,Product 078,Electronics,West,3420,18,6.64,119.52
2021-08-14,Product 220,Office,Coast,2071,14,483.46,6768.44
2021-08-14,Product 035,Automotive,Coast,819,3,356.53,1069.59
2021-08-14,Product 049,Office,East,2059,3,235.98,707.94
2021-08-14,Product 016,Toys,Islands,1737,13,199.66,2595.58
2021-08-14,Product 201,Office,Central,1967,6,256.02,1536.12
2021-08-14,Product 127,Food,Islands,3898,11,292.85,3221.35
2021-08-14,Product 144,Books,North,789,7,488.7,3420.9
2021-08-14,Product 252,Garden,North,2938,6,335.58,2013.48
2021-08-14,Product 143,Electronics,West,2010,12,113.26,1359.12
2021-08-14,Product 102,Office,South,2704,7,81.87,573.09
2021-08-14,Product 129,Music,Coast,517,15,476.66,7149.9
2021-08-15,Product 213,Beauty,South,2385,11,28.48,313.28
2021-08-15,Product 128,Electronics,Coast,1650,17,230.11,3911.87
2021-08-15,Product 032,Beauty,South,516,13,168.23,2186.99
2021-08-15,Product 146,Garden,Central,3259,18,303.8,5468.4
2021-08-15,Product 257,Books,East,3275,20,478.32,9566.4
2021-08-15,Product 122,Automotive,East,3725,1,453.93,453.93
2021-08-15,Product 038,Books,South,1133,19,236.07,4485.33
2021-08-15,Product 255,Sports,Central,2353,3,126.82,380.46
2021-08-15,Product 044,Sports,Coast,1805,14,420.38,5885.32
2021-08-15,Product 071,Automotive,East,3928,5,353.05,1765.25
2021-08-15,Product 199,Clothing,Coast,2690,9,355.68,3201.12
2021-08-15,Product 289,Office,North,3643,5,283.55,1417.75
2021-08-15,Product 288,Furniture,Central,778,9,371.48,3343.32
2021-08-16,Product 235,Beauty,Islands,3537,13,43.03,559.39
2021-08-16,Product 122,Automotive,Islands,1406,11,13.15,144.65
2021-08-16,Product 018,Music,South,2857,12,299.2,3590.4
2021-08-16,Product 205,Music,Highlands,2112,7,75.12,525.84
2021-08-16,Product 107,Garden,Coast,3930,19,379.52,7210.88
2021-08-16,Product 197,Electronics,South,2373,10,48.05,480.5
2021-08-16,Product 236,Electronics,Islands,1569,4,283.15,1132.6
2021-08-16,Product 168,Office,West,1679,2,354.21,708.42
2021-08-16,Product 253,Automotive,North,3835,15,72.23,1083.45
2021-08-16,Product 072,Electronics,West,3795,7,277.54,1942.78
2021-08-16,Product 282,Clothing,South,647,1,380.38,380.38
2021-08-16,Product 296,Garden,Islands,1623,16,217.16,3474.56
2021-08-16,Product 113,Beauty,East,3868,1,103.67,103.67
2021-08-17,Product 115,Furniture,Central,2062,8,493.53,3948.24
2021-08-17,Product 193,Books,Islands,1979,1,232.7,232.7
2021-08-17,Product 052,Garden,North,1424,13,331.38,4307.94
2021-08-17,Product 167,Beauty,Central,3437,7,296.53,2075.71
2021-08-17,Product 251,Beauty,North,1302,9,198.59,1787.31
2021-08-17,Product 231,Toys,West,311,13,129.37,1681.81
2021-08-17,Product 003,Garden,Coast,1109,14,447.66,6267.24
2021-08-17,Product 273,Beauty,West,2944,2,378.75,757.5
2021-08-17,Product 265,Automotive,Islands,2187,4,33.78,135.12
2021-08-17,Product 083,Books,West,388,5,483.97,2419.85
2021-08-17,Product 091,Sports,Islands,524,11,139.7,1536.7
2021-08-17,Product 254,Automotive,North,2812,2,283.96,567.92
2021-08-17,Product 265,Electronics,Central,58,3,390.89,1172.67
2021-08-17,Product 198,Clothing,Coast,2492,15,385.44,5781.6
2021-08-17,Product 007,Electronics,North,289,19,337.4,6410.6
2021-08-18,Product 231,Toys,Coast,1056,13,223.31,2903.03
2021-08-18,Product 119,Office,Central,2984,16,145.11,2321.76
2021-08-18,Product 206,Garden,West,3360,19,319.93,6078.67
2021-08-18,Product 017,Automotive,Central,429,7,58.12,406.84
2021-08-18,Product 272,Books,Islands,2040,3,264.22,792.66
2021-08-18,Product 074,Clothing,West,3929,1,178.33,178.33
2021-08-18,Product 065,Office,Central,2682,6,182.44,1094.64
2021-08-18,Product 035,Clothing,South,3959,19,329.83,6266.77
2021-08-19,Product 181,Garden,Central,3522,1,291.02,291.02
2021-08-19,Product 086,Office,Central,259,6,160.19,961.14
2021-08-19,Product 230,Garden,North,2985,8,381.36,3050.88
2021-08-19,Product 072,Toys,Highlands,2783,14,493.69,6911.66
2021-08-19,Product 200,Sports,North,2592,13,416.54,5415.02
2021-08-19,Product 269,Garden,Coast,3672,3,447.65,1342.95
2021-08-19,Product 159,Electronics,West,2311,20,409.96,8199.2
2021-08-19,Product 241,Automotive,West,2187,15,146.95,2204.25
2021-08-19,Product 100,Electronics,South,2092,7,206.7,1446.9
2021-08-19,Product 083,Music,West,2596,20,436.94,8738.8
2021-08-19,Product 230,Music,North,739,13,377.29,4904.77
2021-08-20,Product 262,Food,North,1933,4,177.38,709.52
2021-08-20,Product 159,Automotive,South,2257,11,63.02,693.22
2021-08-20,Product 115,Clothing,South,3329,16,257.13,4114.08
2021-08-20,Product 029,Books,Highlands,3397,15,205.97,3089.55
2021-08-20,Product 232,Beauty,South,2429,5,493.83,2469.15
2021-08-20,Product 287,Automotive,East,3127,2,437.91,875.82
2021-08-20,Product 031,Food,Highlands,1310,15,138.56,2078.4
2021-08-20,Product 184,Automotive,East,976,1,108.56,108.56
2021-08-20,Product 007,Sports,Highlands,2003,17,243.68,4142.56
2021-08-20,Product 087,Furniture,Highlands,2714,6,192.11,1152.66
2021-08-20,Product 175,Beauty,South,776,13,144.49,1878.37
2021-08-21,Product 245,Furniture,Coast,389,10,161.6,1616.0
2021-08-21,Product 232,Books,East,1456,15,360.99,5414.85
2021-08-21,Product 153,Office,East,3507,11,74.05,814.55
2021-08-21,Product 215,Office,North,2897,4,409.1,1636.4
2021-08-21,Product 188,Clothing,South,3355,4,160.76,643.04
2021-08-21,Product 222,Beauty,West,3225,8,274.01,2192.08
2021-08-21,Product 177,Clothing,Coast,1884,14,146.99,2057.86
2021-08-21,Product 216,Beauty,North,2659,12,34.84,418.08
2021-08-21,Product 212,Automotive,North,3976,20,274.58,5491.6
2021-08-21,Product 259,Music,West,278,19,115.55,2195.45
2021-08-21,Product 223,Books,North,727,16,163.42,2614.72
2021-08-21,Product 220,Electronics,West,3776,10,374.54,3745.4
2021-08-21,Product 177,Sports,West,2819,8,427.78,3422.24
2021-08-21,Product 277,Garden,East,1001,10,313.72,3137.2
2021-08-22,Product 071,Furniture,Coast,1852,2,172.81,345.62
2021-08-22,Product 163,Books,Highlands,3495,17,469.59,7983.03
2021-08-22,Product 069,Sports,West,2194,18,8.74,157.32
2021-08-22,Product 104,Food,Central,2774,5,234.67,1173.35
2021-08-22,Product 194,Clothing,Islands,3166,6,359.05,2154.3
2021-08-22,Product 262,Office,Islands,2376,15,479.5,7192.5
2021-08-22,Product 129,Beauty,Islands,2963,6,476.57,2859.42
2021-08-22,Product 111,Office,Highlands,101,7,343.84,2406.88
2021-08-22,Product 177,Office,Central,1924,18,379.93,6838.74
2021-08-22,Product 095,Sports,South,2338,7,459.41,3215.87
2021-08-22,Product 080,Food,Central,370,6,466.91,2801.46
2021-08-22,Product 115,Food,North,3552,13,96.79,1258.27
2021-08-22,Product 124,Office,Central,3554,4,456.16,1824.64
2021-08-23,Product 141,Books,Coast,1140,3,422.44,1267.32
2021-08-23,Product 085,Books,West,351,9,384.08,3456.72
2021-08-23,Product 027,Toys,Coast,1648,8,18.86,150.88
2021-08-23,Product 082,Automotive,East,1766,16,99.44,1591.04
2021-08-23,Product 156,Garden,North,1264,15,291.89,4378.35
2021-08-23,Product 280,Sports,Coast,1815,4,216.18,864.72
2021-08-23,Product 258,Garden,Islands,2680,5,50.73,253.65
2021-08-23,Product 076,Music,Coast,245,17,211.82,3600.94
2021-08-23,Product 277,Sports,Coast,1581,10,480.41,4804.1
2021-08-23,Product 108,Furniture,Highlands,1584,2,344.19,688.38
2021-08-23,Product 269,Automotive,East,864,1,290.43,290.43
2021-08-23,Product 186,Automotive,Highlands,726,17,301.0,5117.0
2021-08-23,Product 149,Sports,Highlands,3822,7,199.5,1396.5
2021-08-24,Product 204,Toys,West,68,18,150.29,2705.22
2021-08-24,Product 022,Clothing,Highlands,646,13,483.89,6290.57
2021-08-24,Product 078,Automotive,North,966,7,351.99,2463.93
2021-08-24,Product 208,Furniture,North,2112,10,392.53,3925.3
2021-08-24,Product 256,Furniture,South,2588,3,219.39,658.17
2021-08-24,Product 123,Furniture,West,3517,2,118.23,236.46
2021-08-24,Product 049,Electronics,South,1591,14,121.26,1697.64
2021-08-24,Product 193,Sports,East,3080,5,264.46,1322.3
2021-08-24,Product 186,Books,Central,297,10,376.31,3763.1
2021-08-25,Product 170,Beauty,Islands,624,6,448.06,2688.36
2021-08-25,Product 181,Clothing,South,2597,1,258.17,258.17
2021-08-25,Product 270,Sports,South,150,13,366.9,4769.7
2021-08-25,Product 213,Music,North,3031,2,95.41,190.82
2021-08-25,Product 200,Electronics,Central,1716,19,13.71,260.49
2021-08-25,Product 054,Beauty,Central,2509,11,103.63,1139.93
2021-08-25,Product 055,Music,Islands,3651,5,451.25,2256.25
2021-08-25,Product 143,Clothing,North,1706,13,315.11,4096.43
2021-08-25,Product 280,Automotive,Central,1309,16,437.45,6999.2
2021-08-25,Product 114,Food,South,1764,12,32.71,392.52
2021-08-25,Product 091,Office,Central,627,7,388.22,2717.54
2021-08-25,Product 293,Toys,Coast,1090,9,424.33,3818.97
2021-08-25,Product 008,Beauty,South,3278,3,322.91,968.73
2021-08-25,Product 008,Office,Highlands,3097,6,310.19,1861.14
2021-08-25,Product 192,Electronics,East,999,1,495.28,495.28
2021-08-25,Product 016,Sports,Islands,1821,4,130.03,520.12
2021-08-26,Product 120,Toys,West,3180,4,252.31,1009.24
2021-08-26,Product 042,Furniture,Highlands,2355,11,181.63,1997.93
2021-08-26,Product 034,Food,East,1199,19,93.0,1767.0
2021-08-26,Product 003,Food,South,1461,6,28.54,171.24
2021-08-26,Product 182,Food,South,3461,15,437.11,6556.65
2021-08-26,Product 281,Electronics,South,3983,6,211.44,1268.64
2021-08-26,Product 221,Food,Coast,3953,2,426.26,852.52
2021-08-26,Product 030,Beauty,West,2919,5,142.89,714.45
2021-08-26,Product 033,Toys,Central,978,2,127.3,254.6
2021-08-26,Product 087,Books,North,3039,6,245.74,1474.44
2021-08-26,Product 204,Food,West,2299,8,255.39,2043.12
2021-08-26,Product 145,Furniture,North,3108,8,243.51,1948.08
2021-08-26,Product 202,Books,Central,863,20,294.1,5882.0
2021-08-27,Product 080,Music,Coast,3021,17,14.48,246.16
2021-08-27,Product 116,Electronics,Islands,2624,9,411.46,3703.14
2021-08-27,Product 148,Automotive,Islands,2685,8,415.6,3324.8
2021-08-27,Product 024,Automotive,Coast,3327,1,169.69,169.69
2021-08-27,Product 030,Furniture,Highlands,2707,4,170.62,682.48
2021-08-27,Product 015,Books,South,2282,5,456.1,2280.5
2021-08-27,Product 239,Beauty,East,430,2,309.07,618.14
2021-08-27,Product 248,Furniture,Central,1054,16,288.33,4613.28
2021-08-27,Product 119,Garden,South,2834,3,238.47,715.41
2021-08-27,Product 249,Furniture,North,122,7,356.46,2495.22
2021-08-27,Product 183,Sports,Central,3750,17,201.08,3418.36
2021-08-27,Product 250,Toys,Highlands,1204,9,301.44,2712.96
2021-08-28,Product 194,Electronics,Highlands,554,8,199.91,1599.28
2021-08-28,Product 030,Furniture,Highlands,1079,4,78.25,313.0
2021-08-28,Product 286,Clothing,North,791,14,260.8,3651.2
2021-08-28,Product 108,Automotive,East,1457,5,396.31,1981.55
2021-08-28,Product 300,Office,Central,20,10,111.89,1118.9
2021-08-28,Product 127,Books,South,1648,1,72.68,72.68
2021-08-28,Product 169,Beauty,Highlands,1530,5,346.52,1732.6
2021-08-28,Product 221,Sports,Central,3880,18,467.98,8423.64
2021-08-28,Product 112,Office,South,1751,7,203.19,1422.33
2021-08-28,Product 268,Clothing,Highlands,1291,5,134.5,672.5
2021-08-28,Product 284,Clothing,West,1386,8,246.3,1970.4
2021-08-28,Product 138,Food,West,3097,20,114.01,2280.2
2021-08-28,Product 108,Garden,Coast,985,20,186.51,3730.2
2021-08-28,Product 204,Electronics,Coast,771,6,302.04,1812.24
2021-08-29,Product 240,Toys,Central,2887,1,51.03,51.03
2021-08-29,Product 131,Garden,Highlands,3424,10,230.37,2303.7
2021-08-29,Product 169,Furniture,Highlands,827,15,428.83,6432.45
2021-08-29,Product 019,Furniture,North,2359,14,232.12,3249.68
2021-08-29,Product 035,Garden,Central,1494,13,488.45,6349.85
2021-08-29,Product 173,Garden,Highlands,3875,15,120.34,1805.1
2021-08-29,Product 198,Clothing,North,2717,7,387.79,2714.53
2021-08-29,Product 129,Electronics,Coast,1926,7,454.72,3183.04
2021-08-29,Product 206,Automotive,South,3779,2,261.85,523.7
2021-08-29,Product 011,Furniture,South,2891,16,483.36,7733.76
2021-08-29,Product 161,Sports,Central,3648,7,20.69,144.83
2021-08-29,Product 083,Clothing,Highlands,2711,15,401.93,6028.95
2021-08-29,Product 218,Garden,South,1586,11,255.62,2811.82
2021-08-29,Product 093,Toys,Islands,1013,10,382.78,3827.8
2021-08-29,Product 061,Electronics,Central,2204,11,222.63,2448.93
2021-08-29,Product 285,Music,Islands,1841,4,470.74,1882.96
2021-08-30,Product 168,Beauty,East,2250,3,278.85,836.55
2021-08-30,Product 074,Garden,South,681,16,380.28,6084.48
2021-08-30,Product 274,Automotive,Coast,3735,6,132.84,797.04
2021-08-30,Product 299,Clothing,Islands,106,17,149.64,2543.88
2021-08-30,Product 179,Office,Coast,3587,12,100.68,1208.16
2021-08-30,Product 117,Electronics,Central,879,15,450.1,6751.5
2021-08-30,Product 105,Clothing,Coast,1510,19,204.76,3890.44
2021-08-30,Product 253,Electronics,Highlands,3366,4,220.43,881.72
2021-08-30,Product 131,Furniture,South,1110,10,6.12,61.2
2021-08-30,Product 031,Music,Central,149,15,187.95,2819.25
2021-08-30,Product 024,Food,West,3172,4,30.2,120.8
2021-08-30,Product 217,Furniture,North,1821,20,245.7,4914.0
2021-08-30,Product 300,Sports,East,723,18,254.13,4574.34
2021-08-30,Product 170,Music,Central,631,15,462.35,6935.25
2021-08-31,Product 133,Garden,Highlands,2359,20,78.85,1577.0
2021-08-31,Product 192,Clothing,Highlands,2825,7,407.16,2850.12
2021-08-31,Product 209,Office,Coast,1130,15,367.72,5515.8
2021-08-31,Product 188,Automotive,Highlands,3426,18,352.61,6346.98
2021-08-31,Product 125,Office,Highlands,3727,3,455.58,1366.74
2021-08-31,Product 166,Toys,East,1453,19,32.3,613.7
2021-08-31,Product 221,Music,Highlands,1883,4,281.33,1125.32
2021-08-31,Product 100,Music,Islands,9,4,240.35,961.4
2021-08-31,Product 115,Music,North,1054,2,481.69,963.38
2021-08-31,Product 081,Books,Islands,3908,2,28.14,56.28
2021-08-31,Product 062,Toys,South,1676,13,424.13,5513.69
2021-08-31,Product 239,Books,East,1968,1,221.72,221.72
2021-09-01,Product 230,Garden,Highlands,421,15,217.84,3267.6
2021-09-01,Product 167,Electronics,Islands,3578,10,93.33,933.3
2021-09-01,Product 235,Food,North,2817,10,109.28,1092.8
2021-09-01,Product 281,Office,South,1996,14,233.62,3270.68
2021-09-01,Product 070,Food,Highlands,142,5,370.43,1852.15
2021-09-01,Product 160,Toys,South,1624,8,289.4,2315.2
2021-09-01,Product 164,Automotive,Central,1725,9,443.47,3991.23
2021-09-01,Product 065,Books,Islands,222,10,195.06,1950.6
2021-09-01,Product 240,Automotive,East,2677,2,342.62,685.24
2021-09-01,Product 224,Garden,North,1601,4,163.53,654.12
2021-09-02,Product 017,Office,East,1610,3,122.59,367.77
2021-09-02,Product 016,Music,Highlands,928,3,433.24,1299.72
2021-09-02,Product 080,Office,North,3341,14,195.02,2730.28
2021-09-02,Product 223,Sports,Coast,1174,1,165.54,165.54
2021-09-02,Product 092,Furniture,East,2570,4,347.35,1389.4
2021-09-02,Product 211,Garden,Central,907,11,115.71,1272.81
2021-09-02,Product 086,Automotive,Islands,3742,3,235.85,707.55
2021-09-02,Product 007,Books,South,983,17,20.85,354.45
2021-09-02,Product 171,Beauty,West,766,4,115.67,462.68
2021-09-02,Product 228,Automotive,Islands,1215,12,169.46,2033.52
2021-09-02,Product 191,Food,Islands,452,11,63.98,703.78
2021-09-02,Product 226,Electronics,Coast,2727,12,490.98,5891.76
2021-09-02,Product 005,Books,East,2552,12,22.88,274.56
2021-09-03,Product 273,Beauty,Central,1185,3,67.72,203.16
2021-09-03,Product 098,Books,Islands,2687,6,466.72,2800.32
2021-09-03,Product 163,Automotive,Islands,2445,5,437.76,2188.8
2021-09-03,Product 127,Books,Islands,103,2,194.52,389.04
2021-09-03,Product 096,Books,Coast,258,12,48.26,579.12
2021-09-03,Product 229,Music,Coast,310,19,104.37,1983.03
2021-09-03,Product 267,Furniture,Coast,893,3,418.38,1255.14
2021-09-03,Product 089,Beauty,West,1095,9,404.58,3641.22
2021-09-03,Product 172,Automotive,North,2741,3,314.08,942.24
2021-09-03,Product 253,Sports,East,459,7,469.27,3284.89
2021-09-03,Product 214,Clothing,Islands,1136,13,43.09,560.17
2021-09-03,Product 077,Music,Islands,3155,11,127.89,1406.79
2021-09-03,Product 073,Food,Central,3699,15,24.37,365.55
2021-09-03,Product 262,Clothing,North,440,9,266.37,2397.33
2021-09-04,Product 086,Garden,Highlands,297,20,281.39,5627.8
2021-09-04,Product 140,Electronics,Central,1009,15,385.19,5777.85
2021-09-04,Product 155,Automotive,South,3316,5,447.65,2238.25
2021-09-04,Product 264,Clothing,Highlands,3089,20,128.62,2572.4
2021-09-04,Product 008,Automotive,North,1326,17,273.21,4644.57
2021-09-04,Product 007,Books,North,2239,4,137.55,550.2
2021-09-04,Product 099,Toys,Central,2918,1,173.26,173.26
2021-09-04,Product 018,Automotive,South,2847,2,172.86,345.72
2021-09-04,Product 114,Books,Islands,3320,19,297.2,5646.8
2021-09-05,Product 055,Toys,South,399,14,352.32,4932.48
2021-09-05,Product 292,Furniture,Islands,91,5,480.6,2403.0
2021-09-05,Product 039,Food,Central,3710,14,481.58,6742.12
2021-09-05,Product 217,Furniture,East,2072,4,78.77,315.08
2021-09-05,Product 178,Garden,West,1625,6,30.53,183.18
2021-09-05,Product 137,Garden,Central,2396,11,301.42,3315.62
2021-09-05,Product 089,Sports,North,3531,19,78.57,1492.83
2021-09-05,Product 126,Toys,South,2966,9,373.82,3364.38
2021-09-05,Product 190,Sports,Coast,2030,4,380.71,1522.84
2021-09-05,Product 201,Books,Highlands,3485,17,317.7,5400.9
2021-09-06,Product 012,Furniture,Coast,3479,2,155.09,310.18
2021-09-06,Product 257,Garden,Islands,1191,4,201.98,807.92
2021-09-06,Product 181,Electronics,Islands,591,19,439.37,8348.03
2021-09-06,Product 098,Food,East,3470,8,16.37,130.96
2021-09-06,Product 076,Furniture,Highlands,1580,9,51.54,463.86
2021-09-06,Product 096,Sports,South,3657,7,336.4,2354.8
2021-09-06,Product 292,Books,Coast,2008,9,163.69,1473.21
2021-09-06,Product 204,Clothing,North,2818,11,428.34,4711.74
2021-09-06,Product 103,Garden,West,1280,2,261.45,522.9
2021-09-06,Product 189,Furniture,Central,3443,5,339.29,1696.45
2021-09-06,Product 243,Automotive,Coast,2313,18,464.3,8357.4
2021-09-07,Product 089,Electronics,Islands,2507,13,189.58,2464.54
2021-09-07,Product 101,Food,Coast,2721,20,210.32,4206.4
2021-09-07,Product 073,Beauty,Islands,2820,6,73.73,442.38
2021-09-07,Product 213,Automotive,West,340,6,237.66,1425.96
