transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,product_category,product_type,product_detail,unit_price,quantity,total_amount,payment_method,customer_id
1137,2025-02-13,10:25:44,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Credit Card,1071
1138,2025-02-13,08:32:51,3,Uptown,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Mobile Pay,1349
1139,2025-02-13,09:42:20,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Mobile Pay,1235
1140,2025-02-13,17:08:41,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,3,7.5,Credit Card,1311
1141,2025-02-13,11:57:44,1,Downtown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,2,7.3,Credit Card,1390
1142,2025-02-13,13:57:53,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Credit Card,1227
1143,2025-02-13,16:22:24,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Mobile Pay,1393
1144,2025-02-13,12:59:12,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1113
1145,2025-02-13,08:52:39,3,Uptown,112,Bakery,Croissant,Butter Croissant,3.25,2,6.5,Credit Card,1413
1146,2025-02-13,18:02:17,2,Riverside Mall,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Credit Card,1360
1147,2025-02-13,08:52:40,2,Riverside Mall,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1445
1148,2025-02-13,08:12:42,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Credit Card,1344
1149,2025-02-13,07:08:47,5,Lakeside Plaza,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Mobile Pay,1132
1150,2025-02-13,15:17:12,2,Riverside Mall,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,2,25.0,Mobile Pay,1011
1151,2025-02-13,15:56:29,5,Lakeside Plaza,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1218
1152,2025-02-13,12:26:17,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Credit Card,1265
1153,2025-02-13,15:56:46,3,Uptown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Mobile Pay,1142
1154,2025-02-13,10:25:12,5,Lakeside Plaza,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Mobile Pay,1292
1155,2025-02-13,18:58:15,2,Riverside Mall,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1168
1156,2025-02-14,12:51:01,1,Downtown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Mobile Pay,1320
1157,2025-02-14,08:15:21,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1420
1158,2025-02-14,15:39:28,2,Riverside Mall,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Credit Card,1320
1159,2025-02-14,19:58:02,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Credit Card,1434
1160,2025-02-14,17:28:03,2,Riverside Mall,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Credit Card,1320
1161,2025-02-14,13:18:54,1,Downtown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Credit Card,1049
1162,2025-02-14,16:50:42,4,Airport Terminal 2,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1232
1163,2025-02-14,10:43:50,4,Airport Terminal 2,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1264
1164,2025-02-14,08:38:45,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Mobile Pay,1404
1165,2025-02-14,14:16:22,5,Lakeside Plaza,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Credit Card,1371
1166,2025-02-14,08:02:03,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1299
1167,2025-02-14,14:34:49,3,Uptown,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1240
1168,2025-02-14,11:00:33,3,Uptown,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Cash,1347
1169,2025-02-14,16:35:54,2,Riverside Mall,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1176
1170,2025-02-14,15:21:12,2,Riverside Mall,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1355
1171,2025-02-14,16:36:21,4,Airport Terminal 2,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Credit Card,1214
1172,2025-02-14,17:58:02,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1001
1173,2025-02-14,14:15:30,2,Riverside Mall,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Credit Card,1417
1174,2025-02-14,11:52:00,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1037
1175,2025-02-14,08:28:12,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,2,7.5,Credit Card,1391
1176,2025-02-14,08:11:14,1,Downtown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,3,11.85,Cash,1368
1177,2025-02-14,08:01:11,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Cash,1051
1178,2025-02-14,14:56:07,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Credit Card,1107
1179,2025-02-14,16:42:10,2,Riverside Mall,112,Bakery,Croissant,Butter Croissant,3.25,3,9.75,Mobile Pay,1409
1180,2025-02-14,08:56:59,4,Airport Terminal 2,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1097
1181,2025-02-14,10:27:40,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Mobile Pay,1023
1182,2025-02-14,16:18:50,5,Lakeside Plaza,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Cash,1126
1183,2025-02-14,16:37:56,3,Uptown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Cash,1372
1184,2025-02-15,08:24:48,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,3,6.6,Credit Card,1384
1185,2025-02-15,12:20:45,4,Airport Terminal 2,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1355
1186,2025-02-15,09:25:40,4,Airport Terminal 2,116,Pastry,Scone,Cranberry Scone,2.95,3,8.85,Credit Card,1298
1187,2025-02-15,17:28:55,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1111
1188,2025-02-15,18:23:16,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Mobile Pay,1068
1189,2025-02-15,13:14:37,3,Uptown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1262
1190,2025-02-15,12:26:23,4,Airport Terminal 2,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Credit Card,1162
1191,2025-02-15,12:16:41,1,Downtown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1042
1192,2025-02-15,13:05:50,5,Lakeside Plaza,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Cash,1116
1193,2025-02-15,07:12:21,1,Downtown,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1168
1194,2025-02-15,15:08:54,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1378
1195,2025-02-15,15:18:52,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Mobile Pay,1206
1196,2025-02-15,12:32:48,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,4,10.0,Credit Card,1443
1197,2025-02-15,12:33:37,2,Riverside Mall,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1387
1198,2025-02-15,16:20:54,4,Airport Terminal 2,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Mobile Pay,1394
1199,2025-02-15,12:54:35,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1071
1200,2025-02-15,18:00:31,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Credit Card,1427
1201,2025-02-15,12:48:25,2,Riverside Mall,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,2,6.8,Credit Card,1353
1202,2025-02-15,13:02:59,3,Uptown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1169
1203,2025-02-15,19:13:25,5,Lakeside Plaza,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Cash,1197
1204,2025-02-15,13:28:40,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,3,11.55,Cash,1047
1205,2025-02-15,07:44:38,5,Lakeside Plaza,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Cash,1095
1206,2025-02-15,08:18:42,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Cash,1232
1207,2025-02-15,08:55:58,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Mobile Pay,1080
1208,2025-02-15,12:47:04,2,Riverside Mall,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Credit Card,1443
1209,2025-02-16,12:45:42,2,Riverside Mall,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1309
1210,2025-02-16,13:43:29,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Mobile Pay,1003
1211,2025-02-16,16:38:51,4,Airport Terminal 2,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Mobile Pay,1168
1212,2025-02-16,12:02:47,4,Airport Terminal 2,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Mobile Pay,1330
1213,2025-02-16,15:45:50,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Mobile Pay,1313
1214,2025-02-16,09:57:39,2,Riverside Mall,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,2,6.8,Credit Card,1234
1215,2025-02-16,11:02:15,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Credit Card,1080
1216,2025-02-16,14:04:44,5,Lakeside Plaza,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Mobile Pay,1111
1217,2025-02-16,08:23:04,4,Airport Terminal 2,118,Merchandise,Mug,Branded Ceramic Mug,9.99,2,19.98,Mobile Pay,1258
1218,2025-02-16,12:16:13,3,Uptown,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Cash,1236
1219,2025-02-16,10:25:54,4,Airport Terminal 2,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Cash,1019
1220,2025-02-16,10:47:29,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Cash,1034
1221,2025-02-16,08:52:17,2,Riverside Mall,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,2,4.2,Mobile Pay,1087
1222,2025-02-16,08:07:34,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,2,7.5,Cash,1086
1223,2025-02-16,08:22:11,1,Downtown,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Mobile Pay,1017
1224,2025-02-16,12:03:53,5,Lakeside Plaza,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1267
1225,2025-02-16,15:28:03,1,Downtown,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Mobile Pay,1024
1226,2025-02-16,11:15:12,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Cash,1215
1227,2025-02-16,16:43:42,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Mobile Pay,1049
1228,2025-02-16,07:32:06,2,Riverside Mall,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,2,7.3,Credit Card,1165
1229,2025-02-16,18:25:27,2,Riverside Mall,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Cash,1109
1230,2025-02-16,06:41:20,3,Uptown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1108
1231,2025-02-16,14:23:02,1,Downtown,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1111
1232,2025-02-16,19:06:45,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Credit Card,1435
1233,2025-02-16,14:40:44,3,Uptown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1394
1234,2025-02-16,14:56:44,3,Uptown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1435
1235,2025-02-16,06:58:37,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Credit Card,1261
1236,2025-02-16,14:00:14,2,Riverside Mall,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Mobile Pay,1388
1237,2025-02-16,15:48:15,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Cash,1030
1238,2025-02-16,08:24:13,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Mobile Pay,1121
1239,2025-02-16,15:21:08,5,Lakeside Plaza,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Mobile Pay,1329
1240,2025-02-17,14:18:48,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1433
1241,2025-02-17,08:03:58,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,3,13.35,Mobile Pay,1127
1242,2025-02-17,13:11:28,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Mobile Pay,1033
1243,2025-02-17,07:09:13,1,Downtown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1088
1244,2025-02-17,13:27:46,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1084
1245,2025-02-17,08:15:19,2,Riverside Mall,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Mobile Pay,1229
1246,2025-02-17,16:30:05,2,Riverside Mall,109,Tea,Brewed Tea,Green Tea,2.75,4,11.0,Credit Card,1184
1247,2025-02-17,12:32:39,2,Riverside Mall,116,Pastry,Scone,Cranberry Scone,2.95,2,5.9,Cash,1389
1248,2025-02-17,15:27:54,4,Airport Terminal 2,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1153
1249,2025-02-17,15:16:24,2,Riverside Mall,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Credit Card,1232
1250,2025-02-17,07:08:45,5,Lakeside Plaza,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Mobile Pay,1079
1251,2025-02-17,16:46:46,1,Downtown,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Mobile Pay,1207
1252,2025-02-17,11:19:41,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,4,13.0,Credit Card,1036
1253,2025-02-17,11:36:10,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Mobile Pay,1223
1254,2025-02-17,15:40:44,3,Uptown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1029
1255,2025-02-17,09:02:58,4,Airport Terminal 2,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1323
1256,2025-02-17,09:29:43,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Credit Card,1126
1257,2025-02-17,08:05:41,2,Riverside Mall,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,2,5.0,Credit Card,1196
1258,2025-02-18,17:56:27,1,Downtown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1218
1259,2025-02-18,18:42:56,3,Uptown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1157
1260,2025-02-18,14:49:51,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1073
1261,2025-02-18,15:00:10,2,Riverside Mall,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Cash,1000
1262,2025-02-18,12:18:46,4,Airport Terminal 2,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,1,12.5,Credit Card,1090
1263,2025-02-18,13:32:07,2,Riverside Mall,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1416
1264,2025-02-18,15:51:48,2,Riverside Mall,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Credit Card,1446
1265,2025-02-18,16:10:05,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Cash,1193
1266,2025-02-18,07:15:30,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Cash,1389
1267,2025-02-18,15:00:42,1,Downtown,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Cash,1021
1268,2025-02-18,11:33:48,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Credit Card,1248
1269,2025-02-18,10:43:56,3,Uptown,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Mobile Pay,1161
1270,2025-02-18,11:03:22,3,Uptown,113,Bakery,Muffin,Blueberry Muffin,3.1,3,9.3,Cash,1412
1271,2025-02-18,15:56:59,4,Airport Terminal 2,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Cash,1308
1272,2025-02-18,18:48:52,5,Lakeside Plaza,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1231
1273,2025-02-18,11:12:00,4,Airport Terminal 2,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,4,50.0,Credit Card,1416
1274,2025-02-18,18:47:20,3,Uptown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,2,5.9,Credit Card,1119
1275,2025-02-18,10:59:59,4,Airport Terminal 2,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Mobile Pay,1337
1276,2025-02-18,09:12:45,1,Downtown,113,Bakery,Muffin,Blueberry Muffin,3.1,1,3.1,Mobile Pay,1266
1277,2025-02-18,08:50:05,5,Lakeside Plaza,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Mobile Pay,1344
1278,2025-02-18,17:07:30,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,2,7.3,Credit Card,1123
1279,2025-02-18,08:45:01,2,Riverside Mall,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Mobile Pay,1167
1280,2025-02-18,15:42:30,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,4,17.8,Cash,1343
1281,2025-02-18,14:31:05,2,Riverside Mall,118,Merchandise,Mug,Branded Ceramic Mug,9.99,2,19.98,Mobile Pay,1170
1282,2025-02-18,14:24:58,5,Lakeside Plaza,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Credit Card,1376
1283,2025-02-18,16:14:16,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Cash,1044
1284,2025-02-18,15:07:36,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1436
1285,2025-02-19,10:37:34,5,Lakeside Plaza,101,Coffee,Brewed Coffee,Brewed Coffee - Regular,2.5,1,2.5,Mobile Pay,1198
1286,2025-02-19,16:59:50,3,Uptown,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1339
1287,2025-02-19,11:34:54,2,Riverside Mall,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Mobile Pay,1074
1288,2025-02-19,13:29:09,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1074
1289,2025-02-19,10:44:07,1,Downtown,111,Tea,Chai,Chai Latte - Regular,3.85,1,3.85,Credit Card,1434
1290,2025-02-19,13:45:24,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1414
1291,2025-02-19,15:03:59,2,Riverside Mall,108,Coffee,Cold Brew,Cold Brew - Large,4.45,3,13.35,Mobile Pay,1091
1292,2025-02-19,19:42:58,4,Airport Terminal 2,110,Tea,Brewed Tea,Earl Grey,2.75,2,5.5,Credit Card,1011
1293,2025-02-19,15:22:48,3,Uptown,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1036
1294,2025-02-19,15:12:44,3,Uptown,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Cash,1201
1295,2025-02-19,16:45:19,3,Uptown,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Credit Card,1083
1296,2025-02-19,09:09:13,4,Airport Terminal 2,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Cash,1383
1297,2025-02-19,15:36:06,1,Downtown,112,Bakery,Croissant,Butter Croissant,3.25,2,6.5,Cash,1439
1298,2025-02-19,17:06:22,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,4,14.6,Mobile Pay,1091
1299,2025-02-19,14:37:27,1,Downtown,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,4,50.0,Credit Card,1321
1300,2025-02-19,08:25:31,2,Riverside Mall,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,1,2.95,Mobile Pay,1305
1301,2025-02-19,15:55:52,4,Airport Terminal 2,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Credit Card,1140
1302,2025-02-19,06:07:05,4,Airport Terminal 2,112,Bakery,Croissant,Butter Croissant,3.25,1,3.25,Credit Card,1328
1303,2025-02-19,06:36:36,5,Lakeside Plaza,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Credit Card,1355
1304,2025-02-19,11:41:44,5,Lakeside Plaza,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Cash,1292
1305,2025-02-19,15:55:50,3,Uptown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Mobile Pay,1207
1306,2025-02-19,13:34:50,1,Downtown,113,Bakery,Muffin,Blueberry Muffin,3.1,2,6.2,Cash,1250
1307,2025-02-19,15:50:41,5,Lakeside Plaza,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Credit Card,1385
1308,2025-02-19,16:44:11,1,Downtown,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Mobile Pay,1228
1309,2025-02-20,14:41:10,1,Downtown,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Mobile Pay,1131
1310,2025-02-20,19:32:19,1,Downtown,103,Coffee,Espresso,Espresso Shot,2.2,1,2.2,Cash,1278
1311,2025-02-20,10:33:57,1,Downtown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,2,8.9,Credit Card,1337
1312,2025-02-20,15:33:58,2,Riverside Mall,116,Pastry,Scone,Cranberry Scone,2.95,4,11.8,Credit Card,1180
1313,2025-02-20,15:42:52,5,Lakeside Plaza,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Cash,1018
1314,2025-02-20,18:38:35,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,1,3.95,Credit Card,1183
1315,2025-02-20,07:16:16,5,Lakeside Plaza,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1083
1316,2025-02-20,15:44:09,1,Downtown,109,Tea,Brewed Tea,Green Tea,2.75,1,2.75,Credit Card,1036
1317,2025-02-20,15:36:42,3,Uptown,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,2,7.9,Credit Card,1261
1318,2025-02-20,10:50:27,4,Airport Terminal 2,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Credit Card,1309
1319,2025-02-20,13:43:35,3,Uptown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1168
1320,2025-02-20,15:09:55,3,Uptown,111,Tea,Chai,Chai Latte - Regular,3.85,2,7.7,Cash,1140
1321,2025-02-20,11:06:50,4,Airport Terminal 2,108,Coffee,Cold Brew,Cold Brew - Large,4.45,3,13.35,Credit Card,1089
1322,2025-02-20,07:22:44,3,Uptown,116,Pastry,Scone,Cranberry Scone,2.95,1,2.95,Credit Card,1144
1323,2025-02-20,17:10:20,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Cash,1199
1324,2025-02-20,14:54:25,5,Lakeside Plaza,118,Merchandise,Mug,Branded Ceramic Mug,9.99,1,9.99,Credit Card,1065
1325,2025-02-20,14:09:24,5,Lakeside Plaza,105,Coffee,Latte,Latte - Large,4.25,1,4.25,Cash,1136
1326,2025-02-20,15:26:45,3,Uptown,108,Coffee,Cold Brew,Cold Brew - Large,4.45,1,4.45,Mobile Pay,1224
1327,2025-02-20,09:27:33,4,Airport Terminal 2,117,Merchandise,Bag,Coffee Beans - 12oz Bag,12.5,3,37.5,Credit Card,1416
1328,2025-02-21,11:20:54,1,Downtown,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Cash,1040
1329,2025-02-21,08:03:05,2,Riverside Mall,103,Coffee,Espresso,Espresso Shot,2.2,2,4.4,Mobile Pay,1283
1330,2025-02-21,15:59:46,1,Downtown,114,Bakery,Bagel,Plain Bagel with Cream Cheese,3.4,1,3.4,Credit Card,1254
1331,2025-02-21,11:39:12,5,Lakeside Plaza,104,Coffee,Latte,Latte - Regular,3.75,3,11.25,Cash,1381
1332,2025-02-21,15:15:47,4,Airport Terminal 2,118,Merchandise,Mug,Branded Ceramic Mug,9.99,2,19.98,Mobile Pay,1421
1333,2025-02-21,14:10:43,5,Lakeside Plaza,102,Coffee,Brewed Coffee,Brewed Coffee - Large,2.95,3,8.85,Credit Card,1391
1334,2025-02-21,07:53:08,2,Riverside Mall,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,1,3.65,Credit Card,1026
1335,2025-02-21,11:07:21,4,Airport Terminal 2,106,Coffee,Cappuccino,Cappuccino - Regular,3.65,3,10.95,Mobile Pay,1127
1336,2025-02-21,09:18:16,1,Downtown,110,Tea,Brewed Tea,Earl Grey,2.75,1,2.75,Credit Card,1377
1337,2025-02-21,17:59:59,4,Airport Terminal 2,107,Coffee,Cold Brew,Cold Brew - Regular,3.95,4,15.8,Mobile Pay,1263
1338,2025-02-21,17:54:31,1,Downtown,115,Pastry,Cookie,Chocolate Chip Cookie,2.1,1,2.1,Credit Card,1003
1339,2025-02-21,10:00:22,3,Uptown,110,Tea,Brewed Tea,Earl Grey,2.75,3,8.25,Credit Card,1095
1340,2025-02-21,12:12:05,1,Downtown,104,Coffee,Latte,Latte - Regular,3.75,1,3.75,Credit Card,1078
